EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
1400,474.65418553352356,22953984,886.30372,14454.09619,298.21567,434.37529,24.17656,16.10225,1000.00000,-0.19138,0.91225,1.02172,-3.26103,5.47715,3.60880,15.63480,1.56555,26.88650,6.74123,45.27813,10.14512,-47.51622,21.82585,-8.36219,-88.86431,40.36978,59.44310,252.66632,2.35095,257.88435,190.45208,1412.74255,41.16228,0.00566,0.00544,0.02253,-0.01052,2.00938,0.05654,2.20041,1.84651,1.73081,0.05507,1.87708,1.55442,4.83430,0.06269,4.96854,4.63376,-7.01664,1.56857,-3.90689,-12.08550,-1.75334,0.00007,-1.75323,-1.75347,0.05783,0.00007,0.05792,0.05773,-1.68542,0.00028,-1.68507,-1.68596,-1.84746,0.00010,-1.84726,-1.84764,1.58270,0.35938,5.12967,1.01563,0.62091,0.15972,0.98799,0.11210,5.18258,0.98123,8.67984,3.09939
1410,473.64823961257935,23117824,896.49325,14902.25642,318.67132,433.34741,24.16181,16.13341,1000.00000,0.07072,1.16278,1.57411,-2.99845,6.01987,4.08841,15.91113,1.16468,26.88128,9.40680,49.56552,5.74859,-48.80496,23.48097,-4.13926,-81.40655,50.63580,61.73853,245.68401,1.14924,271.19736,188.25928,1145.91455,26.81541,0.00581,0.00519,0.02842,-0.00799,2.00549,0.05269,2.15136,1.85119,1.73017,0.05230,1.91142,1.58618,4.83054,0.05957,4.95625,4.64182,-6.88142,1.36102,-4.22578,-12.63149,-1.75309,0.00007,-1.75300,-1.75323,0.05781,0.00005,0.05788,0.05775,-1.68488,0.00010,-1.68473,-1.68507,-1.84704,0.00022,-1.84672,-1.84728,1.56988,0.44675,6.20918,1.01021,0.64083,0.14336,0.99148,0.28815,5.17266,1.28968,17.62121,2.90670
1420,473.90141344070435,23281664,899.88165,10480.17158,316.69676,433.54400,24.24956,16.10778,1000.00000,-0.15171,1.22871,0.79897,-4.85667,4.90676,3.89163,17.32141,1.17273,22.30297,7.42968,44.05797,8.61145,-42.20521,23.26276,-4.59641,-92.20301,38.14056,64.64274,297.88733,1.33471,229.84986,264.07355,1452.08936,18.66327,0.00607,0.00462,0.01709,-0.00864,2.00271,0.05297,2.16902,1.85850,1.73720,0.05627,1.94732,1.58507,4.83557,0.06503,4.96779,4.62481,-7.03170,1.46663,-4.07882,-12.10636,-1.75297,0.00003,-1.75290,-1.75303,0.05773,0.00002,0.05777,0.05770,-1.68486,0.00006,-1.68472,-1.68496,-1.84672,0.00002,-1.84667,-1.84676,1.47756,0.27033,2.82435,1.00658,0.67850,0.14180,0.99214,0.23438,5.10918,0.93533,11.12042,2.99577
1430,474.6497449874878,23445504,904.88098,9383.93735,385.51264,434.38855,24.19253,16.06859,1000.00000,-0.24959,1.43908,1.05592,-4.90039,6.49554,4.69913,19.17208,1.88384,24.45148,9.99190,87.83969,9.83754,-52.31969,24.83035,-9.93814,-96.32146,61.66890,85.56218,386.98029,3.07431,343.77722,405.41911,2057.64600,49.93157,0.00634,0.00450,0.01994,-0.00574,2.00727,0.05562,2.15563,1.85151,1.72846,0.05408,1.92565,1.57260,4.82912,0.06642,4.98012,4.61742,-6.83645,1.45017,-3.73322,-15.44145,-1.75277,0.00006,-1.75264,-1.75290,0.05779,0.00004,0.05786,0.05773,-1.68460,0.00009,-1.68442,-1.68472,-1.84666,0.00005,-1.84654,-1.84673,1.57776,0.42936,4.51160,1.00877,0.63357,0.16984,0.98944,0.07966,5.25118,0.96068,10.44681,2.91537
1440,474.4771273136139,23609344,882.20352,12851.80592,405.02811,434.27993,24.15364,16.04348,1000.00000,0.05963,1.10755,1.19945,-2.72466,5.52049,4.04317,15.32840,1.44057,24.25727,9.06845,57.43936,6.49821,-45.93706,25.86566,-9.56062,-88.93996,45.56094,60.60623,239.67886,1.81026,286.11450,186.66270,1001.87134,41.50206,0.00676,0.00417,0.01805,-0.00875,2.00031,0.05316,2.12627,1.84969,1.73415,0.05380,1.88214,1.58794,4.83457,0.06405,4.97481,4.59608,-6.88667,1.46486,-4.16843,-10.84510,-1.75263,0.00005,-1.75254,-1.75270,0.05790,0.00003,0.05793,0.05785,-1.68431,0.00010,-1.68413,-1.68443,-1.84672,0.00004,-1.84662,-1.84678,1.43275,0.28942,3.99681,1.00654,0.70296,0.13650,0.99239,0.27856,5.30108,0.91066,8.50958,3.20773
1450,474.15446305274963,23773184,879.78582,14345.82744,408.00879,433.88943,24.19404,16.07092,1000.00000,-0.04362,1.31436,1.03895,-4.76466,5.21791,4.37460,19.02453,2.17270,27.33514,7.47729,44.77382,7.84191,-41.40346,22.00658,-10.34816,-92.81038,45.76614,91.25433,379.38538,3.87369,315.59740,276.61216,1595.90625,75.52720,0.00642,0.00398,0.01422,-0.00488,1.99550,0.05766,2.17883,1.80669,1.73174,0.05643,1.90853,1.59153,4.82401,0.06203,4.96873,4.63337,-6.80151,1.44923,-3.73376,-11.89922,-1.75241,0.00006,-1.75232,-1.75254,0.05794,0.00002,0.05796,0.05790,-1.68395,0.00008,-1.68381,-1.68414,-1.84662,0.00002,-1.84657,-1.84667,1.39009,0.22965,2.63696,1.00597,0.71356,0.13531,0.99024,0.27229,5.45369,0.93664,9.52066,3.57920
1460,474.347460269928,23937024,879.00133,14126.32889,408.33560,434.07967,24.16113,16.10658,1000.00000,-0.23845,1.14723,1.04627,-2.97440,5.78880,4.40458,15.00270,1.54467,23.89964,6.90656,53.38670,11.16883,-44.94924,23.81945,-11.97843,-88.68146,52.68944,69.28703,222.53009,2.25823,297.99935,202.10002,1089.89648,51.62725,0.00693,0.00348,0.01642,-0.00461,1.99456,0.05231,2.16334,1.83264,1.73649,0.05378,1.90765,1.61139,4.83521,0.06213,4.97881,4.65430,-6.93246,1.48928,-3.83156,-12.76478,-1.75232,0.00003,-1.75224,-1.75236,0.05796,0.00001,0.05797,0.05795,-1.68376,0.00007,-1.68361,-1.68385,-1.84656,0.00004,-1.84648,-1.84662,1.32798,0.20050,2.37113,1.00434,0.75021,0.12377,0.99647,0.44666,5.25809,0.87490,8.73668,3.11569
1470,474.8395380973816,24100864,899.35221,14772.64269,431.92252,434.53110,24.15587,16.15249,1000.00000,-0.22309,1.41041,0.72928,-5.63102,4.57042,4.27177,19.15551,1.52302,28.02632,9.26252,60.33905,9.61496,-38.93948,23.10208,-6.91358,-92.21095,39.20040,87.87336,375.25504,1.81989,310.16578,429.71799,1949.41956,37.78339,0.00725,0.00332,0.01710,-0.00306,1.99307,0.05507,2.14122,1.84980,1.73155,0.05329,1.92447,1.57099,4.82754,0.06931,4.96947,4.60440,-6.88389,1.53509,-3.18919,-13.71318,-1.75220,0.00003,-1.75214,-1.75224,0.05796,0.00001,0.05799,0.05795,-1.68358,0.00003,-1.68354,-1.68363,-1.84644,0.00004,-1.84638,-1.84651,1.28773,0.20217,3.10021,1.00481,0.77797,0.12015,0.99595,0.35365,5.52671,0.96047,8.58702,2.67953
1480,474.6966595649719,24264704,886.17602,13570.80213,403.05765,434.36750,24.18682,16.14227,1000.00000,-0.07737,0.51641,0.67786,-1.69616,4.35187,2.36356,11.78302,1.31225,26.88700,9.29208,58.67026,10.92197,-44.65259,22.62965,-7.01302,-93.85757,23.56844,28.49897,140.55426,1.35991,278.95024,199.81305,1626.22498,28.36539,0.00774,0.00274,0.01348,-0.00083,1.99398,0.05334,2.11667,1.85153,1.73601,0.05439,1.87808,1.56578,4.82816,0.06366,4.97145,4.62714,-6.96599,1.56433,-4.11353,-13.31066,-1.75213,0.00001,-1.75211,-1.75214,0.05796,0.00001,0.05797,0.05795,-1.68350,0.00003,-1.68347,-1.68355,-1.84635,0.00002,-1.84631,-1.84638,1.25404,0.19012,2.47259,1.00428,0.79816,0.12171,0.99662,0.43532,5.49968,0.91108,9.52741,3.20473
1490,474.081835269928,24428544,883.59827,12239.16212,307.70887,433.85547,24.15826,16.06802,1000.00000,-1.39385,1.13702,0.46721,-3.79937,9.13001,4.84981,17.84015,1.67385,27.21156,7.30935,51.85637,11.53373,-66.67895,29.25670,-8.55179,-127.60095,107.63340,88.96643,323.00070,2.49327,703.37506,437.86618,2369.50586,36.40267,0.00856,0.00213,0.01944,0.00020,1.99727,0.05534,2.21414,1.76384,1.72776,0.05541,1.89961,1.57827,4.83497,0.06913,4.96789,4.58361,-6.85112,1.37743,-3.66083,-11.40674,-1.75212,0.00001,-1.75210,-1.75213,0.05796,0.00000,0.05797,0.05795,-1.68347,0.00001,-1.68345,-1.68350,-1.84629,0.00001,-1.84628,-1.84632,1.18919,0.15992,1.90017,1.00242,0.84228,0.11271,0.99778,0.49121,5.29748,0.90065,8.18691,3.43042
